MES/AÑO,TIPO CLIENTES,PRODUCTO,PRECIO POR TON (USD),MARCA,INVERSION,% TIENDAS IMPACTADAS,DIAS HABILES,TEMPERATURA,INFLACION,VENTAS (TON),VENTAS (PESOS),INVERSION (PESOS),INGRESOS,HWES3_MUL
2020-02-01,CLIENTES GRANDES,A6,16497.78,MARCA3,0.2236,0.92,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A6,16588.39,MARCA3,0.2236,0.92,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A6,16290.43,MARCA3,0.216,0.92,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A6,16497.78,MARCA3,0.2236,0.92,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A6,16588.39,MARCA3,0.2236,0.92,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A7,15643.92,MARCA3,0.2593,0.88,22,22.2,0.18,3.068,47995.55,12445.25,35550.3,46108.753075869936
2018-02-01,CLIENTES GRANDES,A7,15605.04,MARCA3,0.2555,0.87,20,23.0,0.48,5.042,78680.61,20102.9,58577.71,65477.08679538148
2018-03-01,CLIENTES GRANDES,A7,16261.48,MARCA3,0.2431,0.89,20,22.5,0.97,4.533,73713.29,17919.7,55793.59,164780.21654169267
2018-04-01,CLIENTES GRANDES,A7,16088.05,MARCA3,0.2607,0.9,21,20.9,0.84,3.772,60684.12,15820.35,44863.77,60616.49825782947
2018-05-01,CLIENTES GRANDES,A7,15267.95,MARCA3,0.3251,0.9,22,18.5,0.88,8.516,130021.86,42270.11,87751.75,59696.83155651952
2018-06-01,CLIENTES GRANDES,A7,17071.14,MARCA3,0.3958,0.88,20,16.4,1.24,3.389,57854.09,22898.65,34955.44,62725.57580304874
2018-07-01,CLIENTES GRANDES,A7,15893.1,MARCA3,0.2406,0.89,22,15.7,1.64,5.586,88778.86,21360.19,67418.67,85705.74070840792
2018-08-01,CLIENTES GRANDES,A7,14669.19,MARCA3,0.2328,0.89,22,15.3,1.81,4.562,66920.84,15579.17,51341.67,64845.73966009401
2018-09-01,CLIENTES GRANDES,A7,18048.1,MARCA3,0.2158,0.88,20,15.7,2.01,4.633,83616.85,18044.52,65572.33,77313.4001113098
2018-10-01,CLIENTES GRANDES,A7,15338.67,MARCA3,0.2747,0.86,22,16.7,2.14,2.509,38484.72,10571.75,27912.97,33728.50675140844
2018-11-01,CLIENTES GRANDES,A7,17033.28,MARCA3,0.2169,0.82,21,18.0,2.29,3.539,60280.78,13074.9,47205.88,54676.08772581085
2018-12-01,CLIENTES GRANDES,A7,17073.35,MARCA3,0.2895,0.81,20,19.6,2.48,3.029,51715.18,14971.54,36743.64,48476.21927637833
2019-01-01,CLIENTES GRANDES,A7,16470.89,MARCA3,0.3666,0.78,22,22.2,0.06,2.646,43581.97,15977.15,27604.82,41222.12277369124
2019-02-01,CLIENTES GRANDES,A7,16332.84,MARCA3,0.3058,0.78,20,23.0,0.2,3.724,60823.5,18599.83,42223.67,58545.36372895001
2019-03-01,CLIENTES GRANDES,A7,16421.76,MARCA3,0.2701,0.8,21,22.5,0.88,9.385,154118.22,41627.33,112490.89,147208.9765210629
2019-04-01,CLIENTES GRANDES,A7,16210.06,MARCA3,0.2202,0.8,20,20.9,1.1,3.549,57529.5,12668.0,44861.5,54320.81399925342
2019-05-01,CLIENTES GRANDES,A7,16717.31,MARCA3,0.2296,0.79,22,18.5,1.19,3.41,57006.03,13088.58,43917.45,53520.82207418106
2019-06-01,CLIENTES GRANDES,A7,16410.46,MARCA3,0.265,0.79,20,16.4,1.13,3.654,59963.82,15890.41,44073.41,55919.010961695254
2019-07-01,CLIENTES GRANDES,A7,16600.69,MARCA3,0.2844,0.78,22,15.7,1.36,3.405,56525.35,16075.81,40449.54,76465.24150631423
2019-08-01,CLIENTES GRANDES,A7,17459.07,MARCA3,0.2296,0.78,21,15.3,1.48,3.216,56148.37,12891.67,43256.7,57769.20759139329
2019-09-01,CLIENTES GRANDES,A7,16490.94,MARCA3,0.3066,0.77,21,15.7,1.51,5.531,91211.39,27965.41,63245.98,68856.71190242424
2019-10-01,CLIENTES GRANDES,A7,16894.8,MARCA3,0.4526,0.77,22,16.7,1.65,2.012,33992.34,15384.93,18607.41,30076.413812369563
2019-11-01,CLIENTES GRANDES,A7,16262.0,MARCA3,0.3123,0.76,20,18.0,1.76,3.624,58933.49,18404.93,40528.56,48753.80943243824
2019-12-01,CLIENTES GRANDES,A7,16949.27,MARCA3,0.35,0.79,21,19.6,1.88,2.865,48559.66,16995.88,31563.78,43249.13488307535
2020-01-01,CLIENTES GRANDES,A7,16764.29,MARCA3,0.3074,0.78,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A7,16451.97,MARCA3,0.2308,0.82,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A7,16490.05,MARCA3,0.3147,0.81,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A7,16764.29,MARCA3,0.3074,0.78,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A7,16451.97,MARCA3,0.2308,0.82,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A7,16490.05,MARCA3,0.3147,0.81,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A8,11274.96,MARCA1,0.3192,0.96,22,22.2,0.18,8.197,92420.85,29500.74,62920.11,151738.32867692845
2018-02-01,CLIENTES GRANDES,A8,10832.29,MARCA1,0.1936,0.96,20,23.0,0.48,14.702,159256.33,30832.03,128424.3,178080.57635530303
2018-03-01,CLIENTES GRANDES,A8,11260.31,MARCA1,0.2181,0.97,20,22.5,0.97,19.799,222942.88,48623.84,174319.04,296289.08557005244
2018-04-01,CLIENTES GRANDES,A8,11416.32,MARCA1,0.1965,0.99,21,20.9,0.84,21.623,246855.09,48507.03,198348.06,190908.0250985452
2018-05-01,CLIENTES GRANDES,A8,11131.57,MARCA1,0.263,0.99,22,18.5,0.88,20.991,233662.79,61453.31,172209.48,224840.55941080803
2018-06-01,CLIENTES GRANDES,A8,11236.47,MARCA1,0.2231,0.99,20,16.4,1.24,25.747,289305.39,64544.03,224761.36,321216.4154170814
2018-07-01,CLIENTES GRANDES,A8,10893.38,MARCA1,0.3504,0.99,22,15.7,1.64,21.137,230253.37,80680.78,149572.59,257715.26093838393
2018-08-01,CLIENTES GRANDES,A8,11109.45,MARCA1,0.3112,0.99,22,15.3,1.81,26.799,297722.15,92651.13,205071.02,328594.9418708382
2018-09-01,CLIENTES GRANDES,A8,11555.18,MARCA1,0.3657,0.99,20,15.7,2.01,24.84,287030.67,104967.12,182063.55,309059.3701326791
2018-10-01,CLIENTES GRANDES,A8,9502.96,MARCA1,0.4259,1.0,22,16.7,2.14,14.76,140263.69,59738.31,80525.38,149383.3569189391
2018-11-01,CLIENTES GRANDES,A8,12380.2,MARCA1,0.3359,0.99,21,18.0,2.29,21.795,269826.46,90634.71,179191.75,289774.67363556434
2018-12-01,CLIENTES GRANDES,A8,11469.1,MARCA1,0.4075,0.96,20,19.6,2.48,17.351,199000.35,81092.64,117907.71,211008.79819575624
2019-01-01,CLIENTES GRANDES,A8,11021.9,MARCA1,0.3493,0.94,22,22.2,0.06,16.311,179778.21,62796.53,116981.68,179734.3949058078
2019-02-01,CLIENTES GRANDES,A8,10484.53,MARCA1,0.3193,0.94,20,23.0,0.2,21.68,227304.61,72578.36,154726.25,241477.45715822632
2019-03-01,CLIENTES GRANDES,A8,11825.75,MARCA1,0.244,0.94,21,22.5,0.88,33.216,392804.11,95844.2,296959.91,396794.00190555473
2019-04-01,CLIENTES GRANDES,A8,11172.34,MARCA1,0.2715,0.93,20,20.9,1.1,24.361,272169.37,73893.98,198275.39,293338.33634533244
2019-05-01,CLIENTES GRANDES,A8,11050.33,MARCA1,0.2803,0.93,22,18.5,1.19,27.611,305110.66,85522.52,219588.14,307565.14956268336
2019-06-01,CLIENTES GRANDES,A8,11358.22,MARCA1,0.2775,0.93,20,16.4,1.13,38.514,437450.49,121392.51,316057.98,425546.928578876
2019-07-01,CLIENTES GRANDES,A8,11134.51,MARCA1,0.3053,0.94,22,15.7,1.36,19.369,215664.32,65842.32,149822.0,350660.45481583587
2019-08-01,CLIENTES GRANDES,A8,11331.18,MARCA1,0.2464,0.99,21,15.3,1.48,41.086,465552.86,114712.22,350840.64,420266.45224861277
2019-09-01,CLIENTES GRANDES,A8,11148.04,MARCA1,0.1997,0.99,21,15.7,1.51,42.588,474772.73,94812.11,379960.62,414436.9355215483
2019-10-01,CLIENTES GRANDES,A8,11374.39,MARCA1,0.2645,1.0,22,16.7,1.65,30.513,347066.76,91799.16,255267.6,210236.58176643163
2019-11-01,CLIENTES GRANDES,A8,10562.24,MARCA1,0.2659,1.0,20,18.0,1.76,41.719,440646.09,117167.8,323478.29,471127.86867363326
2019-12-01,CLIENTES GRANDES,A8,12036.48,MARCA1,0.2403,1.0,21,19.6,1.88,35.125,422781.36,101594.36,321187.0,344030.6380015214
2020-01-01,CLIENTES GRANDES,A8,11749.85,MARCA1,0.2524,1.0,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A8,10869.48,MARCA1,0.2906,1.0,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A8,11056.0,MARCA1,0.2497,1.0,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A8,11749.85,MARCA1,0.2524,1.0,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A8,10869.48,MARCA1,0.2906,1.0,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A8,11056.0,MARCA1,0.2497,1.0,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A9,8664.26,MARCA1,0.2548,0.93,22,22.2,0.18,10.504,91009.39,23189.19,67820.2,137763.4096838501
2018-02-01,CLIENTES GRANDES,A9,8423.17,MARCA1,0.1898,0.93,20,23.0,0.48,9.35,78756.64,14948.01,63808.63,86305.99590621094
2018-03-01,CLIENTES GRANDES,A9,8650.74,MARCA1,0.2144,0.94,20,22.5,0.97,11.611,100443.74,21535.14,78908.6,82456.29701641742
2018-04-01,CLIENTES GRANDES,A9,8530.09,MARCA1,0.2225,0.92,21,20.9,0.84,11.357,96876.23,21554.96,75321.27,88087.57806082933
2018-05-01,CLIENTES GRANDES,A9,8655.54,MARCA1,0.2172,0.92,22,18.5,0.88,12.471,107943.24,23445.27,84497.97,126794.04405450147
2018-06-01,CLIENTES GRANDES,A9,8361.01,MARCA1,0.222,0.91,20,16.4,1.24,10.185,85156.89,18904.83,66252.06,123091.66957311978
2018-07-01,CLIENTES GRANDES,A9,8893.83,MARCA1,0.1819,0.91,22,15.7,1.64,12.56,111706.5,20319.41,91387.09,113009.38075727751
2018-08-01,CLIENTES GRANDES,A9,8511.34,MARCA1,0.174,0.91,22,15.3,1.81,14.847,126367.86,21988.01,104379.85,125282.25978790194
2018-09-01,CLIENTES GRANDES,A9,8555.65,MARCA1,0.1776,0.9,20,15.7,2.01,12.666,108365.86,19245.78,89120.08,108190.68382053994
2018-10-01,CLIENTES GRANDES,A9,6649.96,MARCA1,0.1908,0.89,22,16.7,2.14,5.134,34140.89,6514.08,27626.81,34497.47176616933
2018-11-01,CLIENTES GRANDES,A9,9787.09,MARCA1,0.1675,0.79,21,18.0,2.29,22.5,220209.52,36885.09,183324.43,221655.69257092054
2018-12-01,CLIENTES GRANDES,A9,8614.7,MARCA1,0.173,0.74,20,19.6,2.48,17.006,146501.59,25344.78,121156.81,144395.8416965336
2019-01-01,CLIENTES GRANDES,A9,8316.18,MARCA1,0.2197,0.73,22,22.2,0.06,18.422,153200.67,33658.19,119542.48,150283.41829302913
2019-02-01,CLIENTES GRANDES,A9,8357.12,MARCA1,0.2289,0.86,20,23.0,0.2,11.577,96750.38,22146.16,74604.22,96660.03152162633
2019-03-01,CLIENTES GRANDES,A9,9106.51,MARCA1,0.2632,0.87,21,22.5,0.88,10.224,93104.96,24505.23,68599.73,92908.26860874386
2019-04-01,CLIENTES GRANDES,A9,8475.24,MARCA1,0.2383,0.86,20,20.9,1.1,11.753,99609.5,23736.94,75872.56,97465.82888486993
2019-05-01,CLIENTES GRANDES,A9,8674.42,MARCA1,0.2636,0.86,22,18.5,1.19,16.369,141991.58,37428.98,104562.6,139137.32427157988
2019-06-01,CLIENTES GRANDES,A9,8476.67,MARCA1,0.2694,0.86,20,16.4,1.13,16.312,138271.44,37250.33,101021.11,136628.71885043243
2019-07-01,CLIENTES GRANDES,A9,8591.85,MARCA1,0.2778,0.86,22,15.7,1.36,12.248,105232.98,29233.72,75999.26,128609.38568713001
2019-08-01,CLIENTES GRANDES,A9,8558.27,MARCA1,0.2769,0.85,21,15.3,1.48,13.308,113893.46,31537.1,82356.36,140659.2991344842
2019-09-01,CLIENTES GRANDES,A9,8524.7,MARCA1,0.2102,0.85,21,15.7,1.51,18.167,154868.22,32553.3,122314.92,119438.46687558944
2019-10-01,CLIENTES GRANDES,A9,8515.45,MARCA1,0.2471,0.85,22,16.7,1.65,9.14,77831.21,19232.09,58599.12,38934.18991101854
2019-11-01,CLIENTES GRANDES,A9,8504.82,MARCA1,0.2348,0.84,20,18.0,1.76,24.582,209065.49,49088.58,159976.91,270853.0631664012
2019-12-01,CLIENTES GRANDES,A9,8530.09,MARCA1,0.2236,0.87,21,19.6,1.88,19.838,169219.93,37837.58,131382.35,174264.65705664415
2020-01-01,CLIENTES GRANDES,A9,8516.99,MARCA1,0.2971,0.85,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A9,8570.84,MARCA1,0.3081,0.84,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A9,8307.6,MARCA1,0.1915,0.83,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A9,8516.99,MARCA1,0.2971,0.85,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A9,8570.84,MARCA1,0.3081,0.84,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A9,8307.6,MARCA1,0.1915,0.83,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A10,20454.33,MARCA1,0.2624,0.96,22,22.2,0.18,6.164,126080.49,33083.52,92996.97,147164.35328237433
2018-02-01,CLIENTES GRANDES,A10,20012.53,MARCA1,0.2575,0.95,20,23.0,0.48,10.54,210932.07,54315.01,156617.06,188948.61647162298
2018-03-01,CLIENTES GRANDES,A10,20427.0,MARCA1,0.282,0.96,20,22.5,0.97,9.901,202247.73,57033.86,145213.87,246991.4560419451
2018-04-01,CLIENTES GRANDES,A10,20425.5,MARCA1,0.2984,0.94,21,20.9,0.84,10.608,216673.7,64655.43,152018.27,176508.87965855218
2018-05-01,CLIENTES GRANDES,A10,20293.05,MARCA1,0.2781,0.93,22,18.5,0.88,10.701,217155.93,60391.06,156764.87,192993.50921665248
2018-06-01,CLIENTES GRANDES,A10,21009.78,MARCA1,0.3019,0.91,20,16.4,1.24,10.733,225497.97,68077.84,157420.13,237743.80294577952
2018-07-01,CLIENTES GRANDES,A10,20547.3,MARCA1,0.3112,0.92,22,15.7,1.64,11.499,236273.4,73528.28,162745.12,218021.4686683242
2018-08-01,CLIENTES GRANDES,A10,20198.99,MARCA1,0.2981,0.93,22,15.3,1.81,12.436,251194.64,74881.12,176313.52,232564.5708315721
2018-09-01,CLIENTES GRANDES,A10,20635.21,MARCA1,0.2617,0.93,20,15.7,2.01,14.06,290131.05,75927.3,214203.75,268720.061896631
2018-10-01,CLIENTES GRANDES,A10,17142.49,MARCA1,0.3171,0.94,22,16.7,2.14,10.418,178590.46,56631.03,121959.43,166042.36226671035
2018-11-01,CLIENTES GRANDES,A10,24204.28,MARCA1,0.319,0.94,21,18.0,2.29,11.923,288587.63,92059.45,196528.18,272698.831883672
2018-12-01,CLIENTES GRANDES,A10,21283.18,MARCA1,0.3281,0.94,20,19.6,2.48,10.561,224771.66,73747.58,151024.08,214067.1612021331
2019-01-01,CLIENTES GRANDES,A10,20230.37,MARCA1,0.2786,0.92,22,22.2,0.06,6.846,138497.11,38585.29,99911.82,134262.3190367284
2019-02-01,CLIENTES GRANDES,A10,19513.34,MARCA1,0.2599,0.95,20,23.0,0.2,9.207,179659.32,46693.46,132965.86,178014.61888609527
2019-03-01,CLIENTES GRANDES,A10,21916.58,MARCA1,0.2332,0.93,21,22.5,0.88,10.354,226924.27,52918.74,174005.53,228257.3843204675
2019-04-01,CLIENTES GRANDES,A10,19987.6,MARCA1,0.2983,0.91,20,20.9,1.1,8.35,166896.46,49785.21,117111.25,168505.70770825082
2019-05-01,CLIENTES GRANDES,A10,20210.64,MARCA1,0.2517,0.91,22,18.5,1.19,8.564,173083.92,43565.22,129518.7,176617.0531578339
2019-06-01,CLIENTES GRANDES,A10,20362.55,MARCA1,0.2587,0.91,20,16.4,1.13,10.04,204440.0,52888.63,151551.37,211952.6558972558
2019-07-01,CLIENTES GRANDES,A10,20191.03,MARCA1,0.2534,0.91,22,15.7,1.36,6.709,135461.62,34325.97,101135.65,194946.8515368251
2019-08-01,CLIENTES GRANDES,A10,20406.22,MARCA1,0.2436,0.91,21,15.3,1.48,9.648,196879.21,47959.78,148919.43,193471.51047878357
2019-09-01,CLIENTES GRANDES,A10,20129.76,MARCA1,0.1444,0.93,21,15.7,1.51,10.278,206893.67,29875.45,177018.22,221046.02880391176
2019-10-01,CLIENTES GRANDES,A10,20534.19,MARCA1,0.2382,0.94,22,16.7,1.65,8.183,168031.28,40025.05,128006.23,133066.94656734695
2019-11-01,CLIENTES GRANDES,A10,20197.52,MARCA1,0.2371,0.95,20,18.0,1.76,8.558,172850.38,40982.83,131867.55,225877.09057658503
2019-12-01,CLIENTES GRANDES,A10,20400.28,MARCA1,0.2255,0.95,21,19.6,1.88,9.132,186295.36,42009.6,144285.76,167965.26010843457
2020-01-01,CLIENTES GRANDES,A10,20008.73,MARCA1,0.2853,0.93,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A10,20398.03,MARCA1,0.267,0.95,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A10,19825.8,MARCA1,0.2409,0.94,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A10,20008.73,MARCA1,0.2853,0.93,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A10,20398.03,MARCA1,0.267,0.95,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A10,19825.8,MARCA1,0.2409,0.94,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A11,24241.6,MARCA1,0.3117,0.95,22,22.2,0.18,11.458,277760.25,86577.87,191182.38,234332.02874022376
2018-02-01,CLIENTES GRANDES,A11,24363.19,MARCA1,0.2732,0.94,20,23.0,0.48,10.027,244289.71,66739.95,177549.76,214066.52764196848
2018-03-01,CLIENTES GRANDES,A11,23229.52,MARCA1,0.2058,0.95,20,22.5,0.97,10.451,242771.71,49962.42,192809.29,431808.10825194156
2018-04-01,CLIENTES GRANDES,A11,27467.82,MARCA1,0.2629,0.95,21,20.9,0.84,7.414,203646.42,53538.64,150107.78,81097.69750776517
2018-05-01,CLIENTES GRANDES,A11,22856.87,MARCA1,0.4164,0.95,22,18.5,0.88,10.008,228751.55,95252.15,133499.4,337928.480962394
2018-06-01,CLIENTES GRANDES,A11,25434.72,MARCA1,0.2376,0.94,20,16.4,1.24,21.827,555163.63,131906.88,423256.75,265364.85716984683
2018-07-01,CLIENTES GRANDES,A11,23855.35,MARCA1,0.2973,0.94,22,15.7,1.64,16.406,391370.87,116354.56,275016.31,382341.59663072426
2018-08-01,CLIENTES GRANDES,A11,23491.48,MARCA1,0.2632,0.93,22,15.3,1.81,18.783,441240.47,116134.49,325105.98,431332.5820246408
2018-09-01,CLIENTES GRANDES,A11,25643.67,MARCA1,0.2793,0.93,20,15.7,2.01,17.741,454944.35,127065.96,327878.39,434314.42598280025
2018-10-01,CLIENTES GRANDES,A11,21364.75,MARCA1,0.6596,0.92,22,16.7,2.14,3.585,76592.63,50520.5,26072.13,72096.80713059421
2018-11-01,CLIENTES GRANDES,A11,26570.94,MARCA1,0.3194,0.89,21,18.0,2.29,10.579,281093.97,89781.41,191312.56,262764.13713216403
2018-12-01,CLIENTES GRANDES,A11,24745.95,MARCA1,0.5283,0.9,20,19.6,2.48,5.762,142586.16,75328.27,67257.89,136718.19154203747
2019-01-01,CLIENTES GRANDES,A11,24564.45,MARCA1,0.4426,0.89,22,22.2,0.06,7.601,186714.38,82639.78,104074.6,190526.5063355247
2019-02-01,CLIENTES GRANDES,A11,23328.82,MARCA1,0.4943,0.88,20,23.0,0.2,7.002,163348.4,80743.11,82605.29,172728.13225173776
2019-03-01,CLIENTES GRANDES,A11,25415.74,MARCA1,0.2928,0.88,21,22.5,0.88,12.582,319780.84,93631.83,226149.01,333203.0291539275
2019-04-01,CLIENTES GRANDES,A11,25468.72,MARCA1,0.4247,0.88,20,20.9,1.1,2.543,64766.95,27506.52,37260.43,72647.02058127633
2019-05-01,CLIENTES GRANDES,A11,24720.78,MARCA1,0.3046,0.88,22,18.5,1.19,10.653,263350.47,80216.55,183133.92,252037.5258271956
2019-06-01,CLIENTES GRANDES,A11,24715.15,MARCA1,0.4288,0.87,20,16.4,1.13,8.585,212179.56,90982.6,121196.96,221249.52125530894
2019-07-01,CLIENTES GRANDES,A11,24474.86,MARCA1,0.4784,0.88,22,15.7,1.36,11.839,289757.87,138620.17,151137.7,284071.3214002611
2019-08-01,CLIENTES GRANDES,A11,25261.72,MARCA1,0.3668,0.86,21,15.3,1.48,6.96,175821.57,64491.35,111330.22,320434.0750818226
2019-09-01,CLIENTES GRANDES,A11,24622.51,MARCA1,0.2311,0.86,21,15.7,1.51,17.768,437492.76,101104.58,336388.18,316789.7182285022
2019-10-01,CLIENTES GRANDES,A11,28884.33,MARCA1,0.4797,0.85,22,16.7,1.65,8.538,246614.41,118300.93,128313.48,53339.88168925401
2019-11-01,CLIENTES GRANDES,A11,24401.28,MARCA1,0.4586,0.85,20,18.0,1.76,6.369,155411.75,71271.83,84139.92,223638.61133979223
2019-12-01,CLIENTES GRANDES,A11,24948.68,MARCA1,0.3692,0.88,21,19.6,1.88,7.613,189934.3,70123.74,119810.56,114971.22972487686
2020-01-01,CLIENTES GRANDES,A11,24497.41,MARCA1,0.3949,0.86,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A11,24710.72,MARCA1,0.3567,0.87,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A11,23416.86,MARCA1,0.4224,0.86,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A11,24497.41,MARCA1,0.3949,0.86,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A11,24710.72,MARCA1,0.3567,0.87,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A11,23416.86,MARCA1,0.4224,0.86,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A12,24817.2,MARCA1,0.2297,0.97,22,22.2,0.18,5.89,146173.31,33576.01,112597.3,85584.33571269504
2018-02-01,CLIENTES GRANDES,A12,23210.23,MARCA1,0.2057,0.96,20,23.0,0.48,3.0,69630.69,14323.03,55307.66,65309.6720294995
2018-03-01,CLIENTES GRANDES,A12,25542.28,MARCA1,0.1987,0.96,20,22.5,0.97,4.209,107507.46,21361.73,86145.73,98066.93788738022
2018-04-01,CLIENTES GRANDES,A12,24418.65,MARCA1,0.1991,0.96,21,20.9,0.84,4.791,116989.75,23292.66,93697.09,114352.13738335078
2018-05-01,CLIENTES GRANDES,A12,24537.48,MARCA1,0.1989,0.95,22,18.5,0.88,7.832,192177.54,38224.11,153953.43,116979.16998670982
2018-06-01,CLIENTES GRANDES,A12,24295.48,MARCA1,0.1949,0.95,20,16.4,1.24,4.201,102065.31,19892.53,82172.78,137873.0227749891
2018-07-01,CLIENTES GRANDES,A12,24740.67,MARCA1,0.2016,0.95,22,15.7,1.64,5.463,135158.28,27247.91,107910.37,142723.57376567688
2018-08-01,CLIENTES GRANDES,A12,24634.72,MARCA1,0.1971,0.95,22,15.3,1.81,3.822,94153.9,18557.73,75596.17,101678.72533284093
2018-09-01,CLIENTES GRANDES,A12,24482.61,MARCA1,0.1943,0.94,20,15.7,2.01,4.173,102165.93,19850.84,82315.09,110513.98363795654
2018-10-01,CLIENTES GRANDES,A12,20250.44,MARCA1,0.2112,0.94,22,16.7,2.14,3.635,73610.35,15546.51,58063.84,79822.49323493092
2018-11-01,CLIENTES GRANDES,A12,30427.55,MARCA1,0.1992,0.93,21,18.0,2.29,4.073,123931.41,24687.14,99244.27,138510.38112874934
2018-12-01,CLIENTES GRANDES,A12,24664.72,MARCA1,0.2056,0.94,20,19.6,2.48,3.203,79001.1,16242.63,62758.47,89643.42162658964
2019-01-01,CLIENTES GRANDES,A12,24529.64,MARCA1,0.2523,0.93,22,22.2,0.06,2.897,71062.37,17929.04,53133.33,80038.81925348769
2019-02-01,CLIENTES GRANDES,A12,22671.37,MARCA1,0.2257,0.93,20,23.0,0.2,2.316,52506.89,11850.81,40656.08,57465.432846570664
2019-03-01,CLIENTES GRANDES,A12,25978.39,MARCA1,0.2077,0.93,21,22.5,0.88,3.159,82065.73,17045.05,65020.68,85241.29398853138
2019-04-01,CLIENTES GRANDES,A12,22638.31,MARCA1,0.1958,0.92,20,20.9,1.1,4.316,97706.95,19131.02,78575.93,98290.51145317995
2019-05-01,CLIENTES GRANDES,A12,26208.9,MARCA1,0.2133,0.92,22,18.5,1.19,3.865,101297.4,21606.74,79690.66,100214.87718768077
2019-06-01,CLIENTES GRANDES,A12,24578.56,MARCA1,0.2165,0.92,20,16.4,1.13,4.714,115863.33,25084.41,90778.92,112347.52290640005
2019-07-01,CLIENTES GRANDES,A12,25105.68,MARCA1,0.2091,0.92,22,15.7,1.36,3.72,93393.13,19528.5,73864.63,118642.49308892261
2019-08-01,CLIENTES GRANDES,A12,24588.44,MARCA1,0.2077,0.91,21,15.3,1.48,6.319,155374.35,32271.25,123103.1,83259.96975983618
2019-09-01,CLIENTES GRANDES,A12,24502.84,MARCA1,0.2659,0.91,21,15.7,1.51,4.831,118373.22,31475.44,86897.78,96996.48336238225
2019-10-01,CLIENTES GRANDES,A12,24518.4,MARCA1,0.2355,0.91,22,16.7,1.65,3.996,97975.53,23073.24,74902.29,71724.84951653943
