MES/AÑO,TIPO CLIENTES,PRODUCTO,PRECIO POR TON (USD),MARCA,INVERSION,% TIENDAS IMPACTADAS,DIAS HABILES,TEMPERATURA,INFLACION,VENTAS (TON),VENTAS (PESOS),INVERSION (PESOS),INGRESOS
2018-05-01,CLIENTES GRANDES,A9,8655.54,MARCA1,0.2172,0.92,22,18.5,0.88,12.471,107943.24,23445.27,84497.97
2018-05-01,CLIENTES GRANDES,A10,20293.05,MARCA1,0.2781,0.93,22,18.5,0.88,10.701,217155.93,60391.06,156764.87
2018-05-01,CLIENTES GRANDES,A11,22856.87,MARCA1,0.4164,0.95,22,18.5,0.88,10.008,228751.55,95252.15,133499.4
2018-05-01,CLIENTES GRANDES,A12,24537.48,MARCA1,0.1989,0.95,22,18.5,0.88,7.832,192177.54,38224.11,153953.43
2018-05-01,CLIENTES GRANDES,A13,19155.35,MARCA1,0.2097,0.95,22,18.5,0.88,12.414,237794.51,49865.51,187929.0
2018-05-01,CLIENTES GRANDES,A14,19200.99,MARCA1,0.4241,0.99,22,18.5,0.88,13.756,264128.82,112017.03,152111.79
2018-05-01,CLIENTES GRANDES,A15,13845.47,MARCA4,0.3864,0.93,22,18.5,0.88,9.359,129579.75,50069.62,79510.13
2018-05-01,CLIENTES GRANDES,A16,16299.12,MARCA4,0.346,0.88,22,18.5,0.88,2.707,44121.72,15266.12,28855.6
2018-05-01,CLIENTES GRANDES,A17,17375.34,MARCA5,0.3115,0.74,22,18.5,0.88,7.907,137386.81,42795.99,94590.82
2018-05-01,CLIENTES GRANDES,A18,10399.84,MARCA5,0.1982,0.94,22,18.5,0.88,15.638,162632.7,32233.8,130398.9
2018-05-01,CLIENTES GRANDES,A19,15626.82,MARCA5,0.32,1.0,22,18.5,0.88,32.98,515372.52,164919.21,350453.31
2018-05-01,CLIENTES GRANDES,A20,11838.31,MARCA1,0.2513,1.0,22,18.5,0.88,41.059,486069.17,122149.18,363919.99
2018-05-01,CLIENTES GRANDES,A21,8635.31,MARCA1,0.2654,0.95,22,18.5,0.88,91.55,790562.63,209815.32,580747.31
2018-05-01,CLIENTES GRANDES,A22,17360.72,MARCA1,0.2687,0.86,22,18.5,0.88,10.047,174423.15,46867.5,127555.65
2018-05-01,CLIENTES GRANDES,A23,12709.14,MARCA6,0.3091,1.0,22,18.5,0.88,64.653,821684.03,253982.53,567701.5
2018-05-01,CLIENTES GRANDES,A24,12553.52,MARCA6,0.3764,0.93,22,18.5,0.88,13.801,173251.13,65211.73,108039.4
2018-05-01,CLIENTES PEQUEÑOS,A1,11784.4,MARCA1,0.3601,0.49,22,18.5,0.88,36.949,435421.8,156795.39,278626.41
2018-05-01,CLIENTES PEQUEÑOS,A2,15571.3,MARCA2,0.2936,0.28,22,18.5,0.88,35.246,548826.04,161135.33,387690.71
2018-05-01,CLIENTES PEQUEÑOS,A3,17204.57,MARCA2,0.2716,0.25,22,18.5,0.88,18.488,318078.09,86390.01,231688.08
2018-05-01,CLIENTES PEQUEÑOS,A4,13923.89,MARCA1,0.2935,0.71,22,18.5,0.88,114.451,1593603.13,467722.52,1125880.61
2018-05-01,CLIENTES PEQUEÑOS,A5,15667.79,MARCA3,0.2407,0.35,22,18.5,0.88,28.154,441110.96,106175.41,334935.55
2018-05-01,CLIENTES PEQUEÑOS,A6,15889.62,MARCA3,0.2855,0.05,22,18.5,0.88,2.518,40010.06,11422.87,28587.19
2018-05-01,CLIENTES PEQUEÑOS,A7,15267.95,MARCA3,0.3251,0.04,22,18.5,0.88,2.4,36643.08,11912.67,24730.41
2018-05-01,CLIENTES PEQUEÑOS,A8,11131.57,MARCA1,0.263,0.24,22,18.5,0.88,16.214,180487.28,47468.15,133019.13
2018-05-01,CLIENTES PEQUEÑOS,A9,8655.54,MARCA1,0.2172,0.29,22,18.5,0.88,118.16,1022738.61,222138.83,800599.78
2018-05-01,CLIENTES PEQUEÑOS,A10,20293.05,MARCA1,0.2781,0.29,22,18.5,0.88,24.773,502719.73,139806.36,362913.37
2018-05-01,CLIENTES PEQUEÑOS,A11,22856.87,MARCA1,0.4164,0.37,22,18.5,0.88,2.16,49370.84,20558.02,28812.82
2018-05-01,CLIENTES PEQUEÑOS,A14,19200.99,MARCA1,0.4241,0.43,22,18.5,0.88,5.593,107391.14,45544.58,61846.56
2018-05-01,CLIENTES PEQUEÑOS,A15,13845.47,MARCA4,0.3864,0.06,22,18.5,0.88,4.086,56572.59,21859.65,34712.94
2018-05-01,CLIENTES PEQUEÑOS,A16,16299.12,MARCA4,0.346,0.05,22,18.5,0.88,2.16,35206.1,12181.31,23024.79
2018-05-01,CLIENTES PEQUEÑOS,A17,17375.34,MARCA5,0.3115,0.11,22,18.5,0.88,5.756,100012.46,31153.88,68858.58
2018-05-01,CLIENTES PEQUEÑOS,A18,10399.84,MARCA5,0.1982,0.81,22,18.5,0.88,352.347,3664352.42,726274.65,2938077.77
2018-05-01,CLIENTES PEQUEÑOS,A19,15626.82,MARCA5,0.32,0.69,22,18.5,0.88,40.471,632433.03,202378.57,430054.46
2018-05-01,CLIENTES PEQUEÑOS,A20,11838.31,MARCA1,0.2513,0.62,22,18.5,0.88,83.142,984260.77,247344.73,736916.04
2018-05-01,CLIENTES PEQUEÑOS,A21,8635.31,MARCA1,0.2654,0.67,22,18.5,0.88,133.018,1148651.67,304852.15,843799.52
2018-05-01,CLIENTES PEQUEÑOS,A22,17360.72,MARCA1,0.2687,0.41,22,18.5,0.88,28.526,495231.9,133068.81,362163.09
2018-05-01,CLIENTES PEQUEÑOS,A23,12709.14,MARCA6,0.3091,0.72,22,18.5,0.88,89.331,1135320.19,350927.47,784392.72
2018-06-01,CLIENTES GRANDES,A1,11787.5,MARCA1,0.3531,0.94,20,16.4,1.24,18.521,218316.29,77087.48,141228.81
2018-06-01,CLIENTES GRANDES,A2,16129.09,MARCA2,0.2212,1.0,20,16.4,1.24,57.205,922664.59,204093.41,718571.18
2018-06-01,CLIENTES GRANDES,A3,17564.15,MARCA2,0.2341,0.86,20,16.4,1.24,3.679,64618.51,15127.19,49491.32
2018-06-01,CLIENTES GRANDES,A4,13341.5,MARCA1,0.3161,1.0,20,16.4,1.24,46.849,625035.93,197573.86,427462.07
2018-06-01,CLIENTES GRANDES,A5,16314.0,MARCA3,0.256,0.94,20,16.4,1.24,19.549,318922.39,81644.13,237278.26
2018-06-01,CLIENTES GRANDES,A6,16586.64,MARCA3,0.2733,0.87,20,16.4,1.24,3.424,56792.66,15521.43,41271.23
2018-06-01,CLIENTES GRANDES,A7,17071.14,MARCA3,0.3958,0.88,20,16.4,1.24,3.389,57854.09,22898.65,34955.44
2018-06-01,CLIENTES GRANDES,A8,11236.47,MARCA1,0.2231,0.99,20,16.4,1.24,25.747,289305.39,64544.03,224761.36
2018-06-01,CLIENTES GRANDES,A9,8361.01,MARCA1,0.222,0.91,20,16.4,1.24,10.185,85156.89,18904.83,66252.06
2018-06-01,CLIENTES GRANDES,A10,21009.78,MARCA1,0.3019,0.91,20,16.4,1.24,10.733,225497.97,68077.84,157420.13
2018-06-01,CLIENTES GRANDES,A11,25434.72,MARCA1,0.2376,0.94,20,16.4,1.24,21.827,555163.63,131906.88,423256.75
2018-06-01,CLIENTES GRANDES,A12,24295.48,MARCA1,0.1949,0.95,20,16.4,1.24,4.201,102065.31,19892.53,82172.78
2018-06-01,CLIENTES GRANDES,A13,19127.94,MARCA1,0.2112,0.95,20,16.4,1.24,5.952,113849.5,24045.01,89804.49
2018-06-01,CLIENTES GRANDES,A14,19255.74,MARCA1,0.3325,0.99,20,16.4,1.24,17.737,341539.06,113561.74,227977.32
2018-06-01,CLIENTES GRANDES,A15,13814.25,MARCA4,0.3423,0.93,20,16.4,1.24,9.409,129978.28,44491.57,85486.71
2018-06-01,CLIENTES GRANDES,A16,16499.78,MARCA4,0.2963,0.87,20,16.4,1.24,3.761,62055.67,18387.1,43668.57
2018-06-01,CLIENTES GRANDES,A17,19316.25,MARCA5,0.3994,0.74,20,16.4,1.24,6.281,121325.37,48457.35,72868.02
2018-06-01,CLIENTES GRANDES,A18,10427.74,MARCA5,0.2027,0.94,20,16.4,1.24,20.393,212652.9,43104.74,169548.16
2018-06-01,CLIENTES GRANDES,A19,15600.37,MARCA5,0.2249,1.0,20,16.4,1.24,43.934,685386.66,154143.46,531243.2
2018-06-01,CLIENTES GRANDES,A20,11923.43,MARCA1,0.2262,1.0,20,16.4,1.24,64.894,773759.07,175024.3,598734.77
2018-06-01,CLIENTES GRANDES,A21,9121.2,MARCA1,0.2501,0.95,20,16.4,1.24,81.502,743396.04,185923.35,557472.69
2018-06-01,CLIENTES GRANDES,A22,18610.4,MARCA1,0.288,0.87,20,16.4,1.24,10.047,186978.69,53849.86,133128.83
2018-06-01,CLIENTES GRANDES,A23,12963.9,MARCA6,0.3361,1.0,20,16.4,1.24,68.735,891073.67,299489.86,591583.81
2018-06-01,CLIENTES GRANDES,A24,13941.5,MARCA6,0.3271,0.93,20,16.4,1.24,11.533,160787.32,52593.53,108193.79
2018-06-01,CLIENTES PEQUEÑOS,A1,11787.5,MARCA1,0.3531,0.48,20,16.4,1.24,38.437,453076.14,159981.19,293094.95
2018-06-01,CLIENTES PEQUEÑOS,A2,16129.09,MARCA2,0.2212,0.29,20,16.4,1.24,67.01,1080810.32,239075.24,841735.08
2018-06-01,CLIENTES PEQUEÑOS,A3,17564.15,MARCA2,0.2341,0.22,20,16.4,1.24,30.287,531965.41,124533.1,407432.31
2018-06-01,CLIENTES PEQUEÑOS,A4,13341.5,MARCA1,0.3161,0.71,20,16.4,1.24,68.129,908943.05,287316.9,621626.15
2018-06-01,CLIENTES PEQUEÑOS,A5,16314.0,MARCA3,0.256,0.34,20,16.4,1.24,23.099,376837.09,96470.3,280366.79
2018-06-01,CLIENTES PEQUEÑOS,A6,16586.64,MARCA3,0.2733,0.06,20,16.4,1.24,4.217,69945.86,19116.2,50829.66
2018-06-01,CLIENTES PEQUEÑOS,A7,17071.14,MARCA3,0.3958,0.03,20,16.4,1.24,2.031,34671.49,13722.98,20948.51
2018-06-01,CLIENTES PEQUEÑOS,A8,11236.47,MARCA1,0.2231,0.26,20,16.4,1.24,18.692,210032.1,46858.16,163173.94
2018-06-01,CLIENTES PEQUEÑOS,A9,8361.01,MARCA1,0.222,0.29,20,16.4,1.24,106.879,893616.39,198382.84,695233.55
2018-06-01,CLIENTES PEQUEÑOS,A10,21009.78,MARCA1,0.3019,0.3,20,16.4,1.24,23.999,504213.71,152222.12,351991.59
2018-06-01,CLIENTES PEQUEÑOS,A11,25434.72,MARCA1,0.2376,0.38,20,16.4,1.24,5.799,147495.94,35045.04,112450.9
2018-06-01,CLIENTES PEQUEÑOS,A14,19255.74,MARCA1,0.3325,0.42,20,16.4,1.24,6.808,131093.08,43588.45,87504.63
2018-06-01,CLIENTES PEQUEÑOS,A15,13814.25,MARCA4,0.3423,0.07,20,16.4,1.24,4.541,62730.51,21472.65,41257.86
2018-06-01,CLIENTES PEQUEÑOS,A16,16499.78,MARCA4,0.2963,0.04,20,16.4,1.24,2.388,39401.47,11674.66,27726.81
2018-06-01,CLIENTES PEQUEÑOS,A17,19316.25,MARCA5,0.3994,0.11,20,16.4,1.24,3.904,75410.64,30119.01,45291.63
2018-06-01,CLIENTES PEQUEÑOS,A18,10427.74,MARCA5,0.2027,0.8,20,16.4,1.24,350.818,3658238.89,741525.02,2916713.87
2018-06-01,CLIENTES PEQUEÑOS,A19,15600.37,MARCA5,0.2249,0.68,20,16.4,1.24,111.311,1736492.79,390537.23,1345955.56
2018-06-01,CLIENTES PEQUEÑOS,A20,11923.43,MARCA1,0.2262,0.62,20,16.4,1.24,47.641,568044.13,128491.58,439552.55
2018-06-01,CLIENTES PEQUEÑOS,A21,9121.2,MARCA1,0.2501,0.66,20,16.4,1.24,91.545,835000.25,208833.56,626166.69
2018-06-01,CLIENTES PEQUEÑOS,A22,18610.4,MARCA1,0.288,0.39,20,16.4,1.24,40.549,754633.11,217334.34,537298.77
2018-06-01,CLIENTES PEQUEÑOS,A23,12963.9,MARCA6,0.3361,0.7,20,16.4,1.24,78.717,1020479.32,342983.1,677496.22
2018-07-01,CLIENTES GRANDES,A1,12092.74,MARCA1,0.4257,0.94,22,15.7,1.64,11.411,137990.26,58742.45,79247.81
2018-07-01,CLIENTES GRANDES,A2,16200.82,MARCA2,0.2916,1.0,22,15.7,1.64,43.889,711037.79,207338.62,503699.17
2018-07-01,CLIENTES GRANDES,A3,17450.13,MARCA2,0.2855,0.87,22,15.7,1.64,2.683,46818.7,13366.74,33451.96
2018-07-01,CLIENTES GRANDES,A4,14233.95,MARCA1,0.3238,1.0,22,15.7,1.64,48.412,689093.99,223128.63,465965.36
2018-07-01,CLIENTES GRANDES,A5,15961.42,MARCA3,0.2461,0.94,22,15.7,1.64,22.639,361350.59,88928.38,272422.21
2018-07-01,CLIENTES GRANDES,A6,16064.5,MARCA3,0.199,0.87,22,15.7,1.64,5.441,87406.94,17393.98,70012.96
2018-07-01,CLIENTES GRANDES,A7,15893.1,MARCA3,0.2406,0.89,22,15.7,1.64,5.586,88778.86,21360.19,67418.67
2018-07-01,CLIENTES GRANDES,A8,10893.38,MARCA1,0.3504,0.99,22,15.7,1.64,21.137,230253.37,80680.78,149572.59
2018-07-01,CLIENTES GRANDES,A9,8893.83,MARCA1,0.1819,0.91,22,15.7,1.64,12.56,111706.5,20319.41,91387.09
2018-07-01,CLIENTES GRANDES,A10,20547.3,MARCA1,0.3112,0.92,22,15.7,1.64,11.499,236273.4,73528.28,162745.12
2018-07-01,CLIENTES GRANDES,A11,23855.35,MARCA1,0.2973,0.94,22,15.7,1.64,16.406,391370.87,116354.56,275016.31
2018-07-01,CLIENTES GRANDES,A12,24740.67,MARCA1,0.2016,0.95,22,15.7,1.64,5.463,135158.28,27247.91,107910.37
2018-07-01,CLIENTES GRANDES,A13,19173.81,MARCA1,0.2031,0.95,22,15.7,1.64,6.972,133679.8,27150.37,106529.43
2018-07-01,CLIENTES GRANDES,A14,19064.63,MARCA1,0.2407,0.99,22,15.7,1.64,42.044,801553.3,192933.88,608619.42
2018-07-01,CLIENTES GRANDES,A15,13598.52,MARCA4,0.4756,0.93,22,15.7,1.64,5.032,68427.75,32544.24,35883.51
2018-07-01,CLIENTES GRANDES,A16,16081.02,MARCA4,0.3098,0.87,22,15.7,1.64,2.631,42309.16,13107.38,29201.78
2018-07-01,CLIENTES GRANDES,A17,17090.32,MARCA5,0.2546,0.68,22,15.7,1.64,6.028,103020.45,26229.01,76791.44
2018-07-01,CLIENTES GRANDES,A18,10613.92,MARCA5,0.1947,0.94,22,15.7,1.64,14.275,151513.71,29499.72,122013.99
2018-07-01,CLIENTES GRANDES,A19,15553.09,MARCA5,0.2381,1.0,22,15.7,1.64,68.407,1063940.23,253324.17,810616.06
2018-07-01,CLIENTES GRANDES,A20,11808.52,MARCA1,0.2417,1.0,22,15.7,1.64,67.016,791359.78,191271.66,600088.12
2018-07-01,CLIENTES GRANDES,A21,8823.94,MARCA1,0.2416,0.95,22,15.7,1.64,87.959,776144.94,187516.62,588628.32
2018-07-01,CLIENTES GRANDES,A22,17496.13,MARCA1,0.2248,0.87,22,15.7,1.64,9.617,168260.28,37824.91,130435.37
2018-07-01,CLIENTES GRANDES,A23,12646.57,MARCA6,0.3501,1.0,22,15.7,1.64,83.644,1057809.7,370339.18,687470.52
2018-07-01,CLIENTES GRANDES,A24,12408.48,MARCA6,0.4081,0.93,22,15.7,1.64,10.257,127273.78,51940.43,75333.35
2018-07-01,CLIENTES PEQUEÑOS,A1,12092.74,MARCA1,0.4257,0.48,22,15.7,1.64,27.328,330470.4,140681.25,189789.15
2018-07-01,CLIENTES PEQUEÑOS,A2,16200.82,MARCA2,0.2916,0.27,22,15.7,1.64,36.959,598766.11,174600.2,424165.91
2018-07-01,CLIENTES PEQUEÑOS,A3,17450.13,MARCA2,0.2855,0.23,22,15.7,1.64,23.364,407704.84,116399.73,291305.11
2018-07-01,CLIENTES PEQUEÑOS,A4,14233.95,MARCA1,0.3238,0.71,22,15.7,1.64,139.981,1992482.55,645165.85,1347316.7
2018-07-01,CLIENTES PEQUEÑOS,A5,15961.42,MARCA3,0.2461,0.32,22,15.7,1.64,20.573,328374.29,80812.91,247561.38
2018-07-01,CLIENTES PEQUEÑOS,A6,16064.5,MARCA3,0.199,0.05,22,15.7,1.64,3.075,49398.34,9830.27,39568.07
2018-07-01,CLIENTES PEQUEÑOS,A7,15893.1,MARCA3,0.2406,0.05,22,15.7,1.64,1.854,29465.81,7089.47,22376.34
2018-07-01,CLIENTES PEQUEÑOS,A8,10893.38,MARCA1,0.3504,0.24,22,15.7,1.64,19.889,216658.43,75917.11,140741.32
2018-07-01,CLIENTES PEQUEÑOS,A9,8893.83,MARCA1,0.1819,0.3,22,15.7,1.64,88.985,791417.46,143958.84,647458.62
2018-07-01,CLIENTES PEQUEÑOS,A10,20547.3,MARCA1,0.3112,0.3,22,15.7,1.64,26.572,545982.86,169909.87,376072.99
2018-07-01,CLIENTES PEQUEÑOS,A11,23855.35,MARCA1,0.2973,0.38,22,15.7,1.64,3.299,78698.8,23397.15,55301.65
2018-07-01,CLIENTES PEQUEÑOS,A14,19064.63,MARCA1,0.2407,0.41,22,15.7,1.64,5.763,109869.46,26445.58,83423.88
2018-07-01,CLIENTES PEQUEÑOS,A15,13598.52,MARCA4,0.4756,0.07,22,15.7,1.64,1.038,14115.26,6713.22,7402.04
2018-07-01,CLIENTES PEQUEÑOS,A16,16081.02,MARCA4,0.3098,0.04,22,15.7,1.64,0.98,15759.4,4882.26,10877.14
2018-07-01,CLIENTES PEQUEÑOS,A17,17090.32,MARCA5,0.2546,0.12,22,15.7,1.64,6.63,113308.82,28848.43,84460.39
2018-07-01,CLIENTES PEQUEÑOS,A18,10613.92,MARCA5,0.1947,0.81,22,15.7,1.64,281.955,2992647.81,582668.53,2409979.28
2018-07-01,CLIENTES PEQUEÑOS,A19,15553.09,MARCA5,0.2381,0.69,22,15.7,1.64,77.847,1210761.4,288282.29,922479.11
2018-07-01,CLIENTES PEQUEÑOS,A20,11808.52,MARCA1,0.2417,0.63,22,15.7,1.64,83.198,982445.25,237457.02,744988.23
2018-07-01,CLIENTES PEQUEÑOS,A21,8823.94,MARCA1,0.2416,0.67,22,15.7,1.64,123.648,1091062.53,263600.71,827461.82
2018-07-01,CLIENTES PEQUEÑOS,A22,17496.13,MARCA1,0.2248,0.39,22,15.7,1.64,38.447,672673.71,151217.05,521456.66
2018-07-01,CLIENTES PEQUEÑOS,A23,12646.57,MARCA6,0.3501,0.7,22,15.7,1.64,93.285,1179735.28,413025.32,766709.96
2018-08-01,CLIENTES GRANDES,A1,11251.5,MARCA1,0.3435,0.94,22,15.3,1.81,15.911,179022.62,61494.27,117528.35
2018-08-01,CLIENTES GRANDES,A2,15952.03,MARCA2,0.2681,1.0,22,15.3,1.81,53.233,849174.41,227663.66,621510.75
2018-08-01,CLIENTES GRANDES,A3,17046.14,MARCA2,0.28,0.87,22,15.3,1.81,3.475,59235.34,16585.9,42649.44
2018-08-01,CLIENTES GRANDES,A4,13403.6,MARCA1,0.323,1.0,22,15.3,1.81,66.431,890414.55,287603.9,602810.65
2018-08-01,CLIENTES GRANDES,A5,15970.93,MARCA3,0.2461,0.94,22,15.3,1.81,19.603,313078.14,77048.53,236029.61
2018-08-01,CLIENTES GRANDES,A6,15477.1,MARCA3,0.2076,0.87,22,15.3,1.81,4.133,63966.85,13279.52,50687.33
2018-08-01,CLIENTES GRANDES,A7,14669.19,MARCA3,0.2328,0.89,22,15.3,1.81,4.562,66920.84,15579.17,51341.67
2018-08-01,CLIENTES GRANDES,A8,11109.45,MARCA1,0.3112,0.99,22,15.3,1.81,26.799,297722.15,92651.13,205071.02
2018-08-01,CLIENTES GRANDES,A9,8511.34,MARCA1,0.174,0.91,22,15.3,1.81,14.847,126367.86,21988.01,104379.85
2018-08-01,CLIENTES GRANDES,A10,20198.99,MARCA1,0.2981,0.93,22,15.3,1.81,12.436,251194.64,74881.12,176313.52
2018-08-01,CLIENTES GRANDES,A11,23491.48,MARCA1,0.2632,0.93,22,15.3,1.81,18.783,441240.47,116134.49,325105.98
2018-08-01,CLIENTES GRANDES,A12,24634.72,MARCA1,0.1971,0.95,22,15.3,1.81,3.822,94153.9,18557.73,75596.17
2018-08-01,CLIENTES GRANDES,A13,19205.9,MARCA1,0.194,0.94,22,15.3,1.81,7.188,138052.01,26782.09,111269.92
2018-08-01,CLIENTES GRANDES,A14,33369.89,MARCA1,0.6494,0.99,22,15.3,1.81,11.397,380316.64,246977.63,133339.01
2018-08-01,CLIENTES GRANDES,A15,13406.94,MARCA4,0.3393,0.93,22,15.3,1.81,16.003,214551.26,72797.24,141754.02
2018-08-01,CLIENTES GRANDES,A16,15879.21,MARCA4,0.2595,0.87,22,15.3,1.81,3.655,58038.51,15060.99,42977.52
2018-08-01,CLIENTES GRANDES,A17,16555.46,MARCA5,0.2408,0.79,22,15.3,1.81,6.733,111467.91,26841.47,84626.44
2018-08-01,CLIENTES GRANDES,A18,10393.26,MARCA5,0.1685,0.94,22,15.3,1.81,26.759,278113.24,46862.08,231251.16
2018-08-01,CLIENTES GRANDES,A19,19866.89,MARCA5,0.4262,1.0,22,15.3,1.81,17.352,344730.28,146924.05,197806.23
2018-08-01,CLIENTES GRANDES,A20,11485.16,MARCA1,0.2483,1.0,22,15.3,1.81,64.535,741194.8,184038.67,557156.13
2018-08-01,CLIENTES GRANDES,A21,8289.11,MARCA1,0.2285,0.95,22,15.3,1.81,96.411,799161.38,182608.38,616553.0
2018-08-01,CLIENTES GRANDES,A22,17004.35,MARCA1,0.2122,0.89,22,15.3,1.81,10.574,179804.0,38154.41,141649.59
2018-08-01,CLIENTES GRANDES,A23,12460.56,MARCA6,0.3141,1.0,22,15.3,1.81,76.705,955787.25,300212.78,655574.47
2018-08-01,CLIENTES GRANDES,A24,12430.68,MARCA6,0.3667,0.91,22,15.3,1.81,10.045,124866.18,45788.43,79077.75
2018-08-01,CLIENTES PEQUEÑOS,A1,11251.5,MARCA1,0.3435,0.47,22,15.3,1.81,51.663,581286.24,199671.82,381614.42
2018-08-01,CLIENTES PEQUEÑOS,A2,15952.03,MARCA2,0.2681,0.26,22,15.3,1.81,49.186,784616.55,210355.7,574260.85
2018-08-01,CLIENTES PEQUEÑOS,A3,17046.14,MARCA2,0.28,0.21,22,15.3,1.81,24.834,423323.84,118530.68,304793.16
2018-08-01,CLIENTES PEQUEÑOS,A4,13403.6,MARCA1,0.323,0.7,22,15.3,1.81,157.461,2110544.26,681705.8,1428838.46
2018-08-01,CLIENTES PEQUEÑOS,A5,15970.93,MARCA3,0.2461,0.32,22,15.3,1.81,24.681,394178.52,97007.33,297171.19
2018-08-01,CLIENTES PEQUEÑOS,A6,15477.1,MARCA3,0.2076,0.04,22,15.3,1.81,4.927,76255.67,15830.68,60424.99
2018-08-01,CLIENTES PEQUEÑOS,A7,14669.19,MARCA3,0.2328,0.05,22,15.3,1.81,3.212,47117.44,10968.94,36148.5
2018-08-01,CLIENTES PEQUEÑOS,A8,11109.45,MARCA1,0.3112,0.23,22,15.3,1.81,31.905,354447.0,110303.91,244143.09
2018-08-01,CLIENTES PEQUEÑOS,A9,8511.34,MARCA1,0.174,0.29,22,15.3,1.81,147.686,1257005.76,218719.0,1038286.76
2018-08-01,CLIENTES PEQUEÑOS,A10,20198.99,MARCA1,0.2981,0.29,22,15.3,1.81,30.899,624128.59,186052.73,438075.86
2018-08-01,CLIENTES PEQUEÑOS,A11,23491.48,MARCA1,0.2632,0.37,22,15.3,1.81,6.178,145130.36,38198.31,106932.05
2018-08-01,CLIENTES PEQUEÑOS,A14,33369.89,MARCA1,0.6494,0.42,22,15.3,1.81,10.873,362830.81,235622.33,127208.48
2018-08-01,CLIENTES PEQUEÑOS,A15,13406.94,MARCA4,0.3393,0.06,22,15.3,1.81,6.047,81071.77,27507.65,53564.12
2018-08-01,CLIENTES PEQUEÑOS,A16,15879.21,MARCA4,0.2595,0.04,22,15.3,1.81,3.134,49765.44,12914.13,36851.31
2018-08-01,CLIENTES PEQUEÑOS,A17,16555.46,MARCA5,0.2408,0.1,22,15.3,1.81,11.117,184047.05,44318.53,139728.52
2018-08-01,CLIENTES PEQUEÑOS,A18,10393.26,MARCA5,0.1685,0.81,22,15.3,1.81,527.019,5477445.49,922949.57,4554495.92
2018-08-01,CLIENTES PEQUEÑOS,A19,19866.89,MARCA5,0.4262,0.66,22,15.3,1.81,86.567,1719817.07,732986.04,986831.03
2018-08-01,CLIENTES PEQUEÑOS,A20,11485.16,MARCA1,0.2483,0.61,22,15.3,1.81,78.641,903204.47,224265.67,678938.8
2018-08-01,CLIENTES PEQUEÑOS,A21,8289.11,MARCA1,0.2285,0.66,22,15.3,1.81,132.0,1094162.52,250016.14,844146.38
2018-08-01,CLIENTES PEQUEÑOS,A22,17004.35,MARCA1,0.2122,0.39,22,15.3,1.81,60.057,1021230.25,216705.06,804525.19
2018-08-01,CLIENTES PEQUEÑOS,A23,12460.56,MARCA6,0.3141,0.71,22,15.3,1.81,91.24,1136901.49,357100.76,779800.73
2018-09-01,CLIENTES GRANDES,A1,12276.74,MARCA1,0.3395,0.94,20,15.7,2.01,16.33,200479.16,68062.67,132416.49
2018-09-01,CLIENTES GRANDES,A2,16025.89,MARCA2,0.2497,1.0,20,15.7,2.01,67.975,1089359.87,272013.16,817346.71
2018-09-01,CLIENTES GRANDES,A3,17734.58,MARCA2,0.2375,0.88,20,15.7,2.01,2.798,49621.35,11785.07,37836.28
2018-09-01,CLIENTES GRANDES,A4,14152.09,MARCA1,0.2856,1.0,20,15.7,2.01,65.685,929580.03,265488.06,664091.97
2018-09-01,CLIENTES GRANDES,A5,16272.67,MARCA3,0.27,0.94,20,15.7,2.01,30.047,488944.92,132015.13,356929.79
2018-09-01,CLIENTES GRANDES,A6,17040.83,MARCA3,0.2072,0.86,20,15.7,2.01,4.563,77757.31,16111.31,61646.0
2018-09-01,CLIENTES GRANDES,A7,18048.1,MARCA3,0.2158,0.88,20,15.7,2.01,4.633,83616.85,18044.52,65572.33
2018-09-01,CLIENTES GRANDES,A8,11555.18,MARCA1,0.3657,0.99,20,15.7,2.01,24.84,287030.67,104967.12,182063.55
2018-09-01,CLIENTES GRANDES,A9,8555.65,MARCA1,0.1776,0.9,20,15.7,2.01,12.666,108365.86,19245.78,89120.08
2018-09-01,CLIENTES GRANDES,A10,20635.21,MARCA1,0.2617,0.93,20,15.7,2.01,14.06,290131.05,75927.3,214203.75
2018-09-01,CLIENTES GRANDES,A11,25643.67,MARCA1,0.2793,0.93,20,15.7,2.01,17.741,454944.35,127065.96,327878.39
2018-09-01,CLIENTES GRANDES,A12,24482.61,MARCA1,0.1943,0.94,20,15.7,2.01,4.173,102165.93,19850.84,82315.09
2018-09-01,CLIENTES GRANDES,A13,19131.63,MARCA1,0.1916,0.94,20,15.7,2.01,8.615,164818.99,31579.32,133239.67
2018-09-01,CLIENTES GRANDES,A14,15946.74,MARCA1,0.0357,0.97,20,15.7,2.01,26.594,424087.6,15139.93,408947.67
2018-09-01,CLIENTES GRANDES,A15,13881.66,MARCA4,0.3787,0.92,20,15.7,2.01,10.286,142786.75,54073.34,88713.41
2018-09-01,CLIENTES GRANDES,A16,17412.65,MARCA4,0.2898,0.86,20,15.7,2.01,2.849,49608.64,14376.58,35232.06
2018-09-01,CLIENTES GRANDES,A17,18080.01,MARCA5,0.267,0.79,20,15.7,2.01,7.66,138492.88,36977.6,101515.28
2018-09-01,CLIENTES GRANDES,A18,10666.94,MARCA5,0.1729,0.94,20,15.7,2.01,13.673,145849.07,25217.3,120631.77
